shortcode,link_postingan,teks_asli,teks_bersih,sentimen,skor,topik
DR4QFA0jw2m,https://www.instagram.com/p/DR4QFA0jw2m/,deri091011,deri091011,netral,0.972,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,geo.fanatik,geofanatik,netral,0.82,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,gresik.media,gresikmedia,netral,0.698,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,awan.egr,awanegr,negatif,0.579,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,agussetyawan170896,agussetyawan170896,netral,0.994,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,mall.geka,mallgeka,positif,0.474,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,antontrisutrisno,antontrisutrisno,netral,0.757,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,radinka9006,radinka9006,netral,0.973,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,ivan_hervanda,ivan_hervanda,netral,0.994,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,_wht.3vr,_wht3vr,netral,0.959,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,wendyyudow,wendyyudow,netral,0.552,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,alri23,alri23,netral,0.785,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,ripribro,ripribro,positif,0.923,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,ningtyasyuayuu,ningtyasyuayuu,positif,0.921,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,sukma_rahwana_,sukma_rahwana_,netral,0.96,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,caklim,caklim,positif,0.697,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,alanherlambang_,alanherlambang_,netral,0.921,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,gresikspesial,gresikspesial,negatif,0.459,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,nagrezx,nagrezx,positif,0.935,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,safah_online,safah_online,netral,0.923,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,heri_juny,heri_juny,netral,0.972,umum
DYOeG7nkztL,https://www.instagram.com/p/DYOeG7nkztL/,andhieprayogha,andhieprayogha,positif,0.919,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,pemkabgresik,pemkabgresik,netral,0.947,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,dokter_alif,dokter_alif,netral,0.986,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,donviczero,donviczero,netral,0.947,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,alghurria,alghurria,netral,0.942,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,jatimmancal,jatimmancal,netral,0.723,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,gresik.media,gresikmedia,netral,0.698,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,arikristiani83,arikristiani83,netral,0.908,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,grefoo.academy,grefooacademy,netral,0.675,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,rianti_rich,rianti_rich,netral,0.977,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,ningtyasyuayuu,ningtyasyuayuu,positif,0.921,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,anim.abdullah,animabdullah,positif,0.708,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,gresik.satset,gresiksatset,netral,0.93,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,muhammad.el_m,muhammadel_m,netral,0.965,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,kopi.nalaa,kopinalaa,positif,0.955,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,pertapen,pertapen,netral,0.679,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,ainul_yqin,ainul_yqin,netral,0.975,umum
DVo2ooGk0ur,https://www.instagram.com/p/DVo2ooGk0ur/,ranggagitahomaya,ranggagitahomaya,netral,0.797,umum
DMCTdjbRZz5,https://www.instagram.com/p/DMCTdjbRZz5/,inigresik,inigresik,netral,0.97,umum
DMCTdjbRZz5,https://www.instagram.com/p/DMCTdjbRZz5/,daviq_al_haq,daviq_al_haq,netral,0.988,umum
DMCTdjbRZz5,https://www.instagram.com/p/DMCTdjbRZz5/,warehousefc_official,warehousefc_official,netral,0.991,umum
DMCTdjbRZz5,https://www.instagram.com/p/DMCTdjbRZz5/,oki_donk,oki_donk,netral,0.988,umum
DMCTdjbRZz5,https://www.instagram.com/p/DMCTdjbRZz5/,lnfadhil,lnfadhil,positif,0.987,umum
DMCTdjbRZz5,https://www.instagram.com/p/DMCTdjbRZz5/,vahrudin2020,vahrudin2020,netral,0.953,umum
DMCTdjbRZz5,https://www.instagram.com/p/DMCTdjbRZz5/,videografifotografiso,videografifotografiso,netral,0.993,umum
DMCTdjbRZz5,https://www.instagram.com/p/DMCTdjbRZz5/,mutifstoregresik,mutifstoregresik,netral,0.965,umum
DZ_qdOCmJSh,https://www.instagram.com/p/DZ_qdOCmJSh/,maswignyo_paktani_n90,maswignyo_paktani_n90,netral,0.991,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,jendelajatengdiy,jendelajatengdiy,netral,0.989,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,armagedoon_6,armagedoon_6,netral,0.956,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,endripriyanto,endripriyanto,netral,0.849,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,mahes.samson,mahessamson,netral,0.672,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,siskhansis,siskhansis,positif,0.736,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,sambadaaaaa,sambadaaaaa,positif,0.991,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,angienw_,angienw_,netral,0.712,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,itongeka,itongeka,negatif,0.712,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,infodanasriraya,infodanasriraya,netral,0.959,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,bagussbadrikaa,bagussbadrikaa,positif,0.979,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,alfinpewe,alfinpewe,netral,0.607,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,b3_ka,b3_ka,netral,0.866,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,teguhprasetyo1310,teguhprasetyo1310,netral,0.989,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,jihadalfaruq,jihadalfaruq,positif,0.657,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,markho21,markho21,netral,0.601,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,esameramera,esameramera,netral,0.81,umum
DYtbIM3SE4U,https://www.instagram.com/p/DYtbIM3SE4U/,eling_ardiyan,eling_ardiyan,netral,0.981,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,clay.ducation,clayducation,positif,0.878,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,asik.creative,asikcreative,positif,0.993,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,sugenk_prayoga,sugenk_prayoga,netral,0.982,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,ali_syaifi,ali_syaifi,netral,0.982,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,rosiemaulyar,rosiemaulyar,netral,0.937,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,erisa_imran,erisa_imran,netral,0.978,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,anggianggraeni98,anggianggraeni98,netral,0.958,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,tentanggresik,tentanggresik,netral,0.955,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,gresikstory.ofc,gresikstoryofc,netral,0.64,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,kakek.genzai,kakekgenzai,negatif,0.844,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,reyzanimanda,reyzanimanda,netral,0.745,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,maratul_22,maratul_22,netral,0.953,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,mardikarend,mardikarend,positif,0.679,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,mawan.ok,mawanok,positif,0.7,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,aldyo_oo,aldyo_oo,netral,0.944,umum
DW05NY5qtVl,https://www.instagram.com/p/DW05NY5qtVl/,satryaji_,satryaji_,netral,0.882,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,inigresik,inigresik,netral,0.97,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,inigresik.id,inigresikid,netral,0.768,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,putrisetyap,putrisetyap,positif,0.731,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,ketua_dpd_hmp_kota_surabaya,ketua_dpd_hmp_kota_surabaya,netral,0.997,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,such_noeff,such_noeff,positif,0.809,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,putrabimapradikta,putrabimapradikta,netral,0.974,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,raphitadewi,raphitadewi,positif,0.502,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,cal_leatherseat,cal_leatherseat,netral,0.992,umum
DRasPzTk16s,https://www.instagram.com/p/DRasPzTk16s/,puttrabagus.nine9__,puttrabagusnine9__,netral,0.859,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,infoduduksampeyan,infoduduksampeyan,netral,0.975,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,fridaayuhapsari,fridaayuhapsari,netral,0.919,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,vhirman16,vhirman16,netral,0.763,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,ilhamags26,ilhamags26,netral,0.865,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,yngtrhrmtbejo,yngtrhrmtbejo,netral,0.918,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,taapattaa,taapattaa,positif,0.914,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,dimas__1966,dimas__1966,netral,0.919,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,angkasa_ahmd,angkasa_ahmd,netral,0.984,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,mamaibrahim_musyaffa,mamaibrahim_musyaffa,netral,0.98,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,bakulmanuk2020,bakulmanuk2020,netral,0.99,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,cayyow,cayyow,positif,0.975,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,izzydiyant0412,izzydiyant0412,netral,0.981,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,puput_wulandari1409,puput_wulandari1409,netral,0.993,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,hilalfahmi24,hilalfahmi24,netral,0.883,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,reyhanzzz_07,reyhanzzz_07,netral,0.861,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,erikwp_,erikwp_,netral,0.582,umum
DWxJSNmE_b-,https://www.instagram.com/p/DWxJSNmE_b-/,cakyoo.ae.73,cakyooae73,netral,0.884,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,s4hlyndr_,s4hlyndr_,netral,0.704,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,dissataran,dissataran,positif,0.604,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,adindadr._,adindadr_,netral,0.843,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,cha_cha121210,cha_cha121210,netral,0.994,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,naurhglh,naurhglh,positif,0.786,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,pa4l___,pa4l___,positif,0.615,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,cha_aullyz,cha_aullyz,netral,0.981,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,williyanaa_01,williyanaa_01,netral,0.984,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,raunanaaa01,raunanaaa01,positif,0.941,umum
DafAjg-EbVP,https://www.instagram.com/p/DafAjg-EbVP/,warrrrddaaaaa,warrrrddaaaaa,positif,0.896,umum
DaX_cCDzeEi,https://www.instagram.com/p/DaX_cCDzeEi/,wonggresik,wonggresik,netral,0.848,umum
DaX_cCDzeEi,https://www.instagram.com/p/DaX_cCDzeEi/,huruf.timbul.gresik,huruftimbulgresik,netral,0.957,umum
DaX_cCDzeEi,https://www.instagram.com/p/DaX_cCDzeEi/,firmansyahferro,firmansyahferro,netral,0.774,umum
DaX_cCDzeEi,https://www.instagram.com/p/DaX_cCDzeEi/,virtaria_m,virtaria_m,netral,0.945,umum
DaX_cCDzeEi,https://www.instagram.com/p/DaX_cCDzeEi/,kambalidlh,kambalidlh,positif,0.927,umum
DaX_cCDzeEi,https://www.instagram.com/p/DaX_cCDzeEi/,mas_fianvivogkb,mas_fianvivogkb,netral,0.995,umum
DaX_cCDzeEi,https://www.instagram.com/p/DaX_cCDzeEi/,achmadyazidafandi,achmadyazidafandi,netral,0.772,umum
DaX_cCDzeEi,https://www.instagram.com/p/DaX_cCDzeEi/,viviyuliana297,viviyuliana297,netral,0.974,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,polresgresik_official,polresgresik_official,netral,0.996,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,henikargianti.dns,henikargiantidns,netral,0.761,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,budionosiswati,budionosiswati,netral,0.888,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,mozura99,mozura99,positif,0.51,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,whdhatika,whdhatika,positif,0.975,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,st4rr.fru1tt,st4rrfru1tt,positif,0.831,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,iyungrda,iyungrda,positif,0.683,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,ygapratam_,ygapratam_,positif,0.564,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,renno8891,renno8891,netral,0.901,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,risdahlza,risdahlza,netral,0.657,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,michi_michielacyla,michi_michielacyla,netral,0.991,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,thbullss,thbullss,positif,0.554,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,chiciacuaa,chiciacuaa,positif,0.877,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,aina.mdh,ainamdh,positif,0.961,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,diazisco.kt,diaziscokt,netral,0.609,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,bakhrudeon_bndl,bakhrudeon_bndl,netral,0.957,umum
DWsw74PgDB8,https://www.instagram.com/p/DWsw74PgDB8/,ucyboyy.nt,ucyboyynt,netral,0.698,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,gresiksatu1,gresiksatu1,netral,0.78,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,wonggresik,wonggresik,netral,0.848,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,saraiora,saraiora,positif,0.456,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,ozie_bf,ozie_bf,netral,0.985,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,kangtitt,kangtitt,negatif,0.52,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,septian_rizky.p,septian_rizkyp,netral,0.987,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,ar.iz442,ariz442,netral,0.918,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,rensifidyasmara96,rensifidyasmara96,netral,0.964,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,rayya_frozen_gresik,rayya_frozen_gresik,netral,0.986,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,adipatigdoses,adipatigdoses,negatif,0.981,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,haiiputri03,haiiputri03,netral,0.964,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,rosset_mahesa,rosset_mahesa,netral,0.976,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,aminudin_nico90,aminudin_nico90,netral,0.69,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,faris830,faris830,netral,0.867,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,mx_seruni,mx_seruni,netral,0.845,umum
C3nFR4DJE8w,https://www.instagram.com/p/C3nFR4DJE8w/,nmasmlyd,nmasmlyd,positif,0.726,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,arrahman_ari,arrahman_ari,netral,0.987,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,zoyyaaayyyyy7777,zoyyaaayyyyy7777,netral,0.918,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,malyarilanti,malyarilanti,positif,0.602,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,lucagreenflags,lucagreenflags,netral,0.748,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,malisaruby,malisaruby,positif,0.86,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,alfan_andrian,alfan_andrian,netral,0.988,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,harwita_131,harwita_131,netral,0.986,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,ascakarifin,ascakarifin,positif,0.701,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,indradprasetyo,indradprasetyo,netral,0.976,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,mh.badruttamam,mhbadruttamam,positif,0.764,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,aditiyadwii,aditiyadwii,netral,0.775,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,danangtri_22,danangtri_22,netral,0.99,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,aries_istylaksana,aries_istylaksana,netral,0.993,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,endangpurwati10,endangpurwati10,netral,0.862,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,bgsptr0_,bgsptr0_,netral,0.533,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,heri_hore_03,heri_hore_03,netral,0.959,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,pricilia_ayumariskha,pricilia_ayumariskha,netral,0.989,umum
DWd03xwEV5s,https://www.instagram.com/p/DWd03xwEV5s/,bangicalfaisal72,bangicalfaisal72,netral,0.896,umum
DNX9c_LpHec,https://www.instagram.com/p/DNX9c_LpHec/,wartagresik,wartagresik,netral,0.963,umum
DNX9c_LpHec,https://www.instagram.com/p/DNX9c_LpHec/,wartagiri,wartagiri,netral,0.928,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,citizenjournalist86,citizenjournalist86,netral,0.963,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,ekifasrizal_,ekifasrizal_,netral,0.898,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,dianhadianto05,dianhadianto05,netral,0.956,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,djading.p,djadingp,netral,0.741,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,eduard_sawoti,eduard_sawoti,netral,0.989,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,raden__masyogi,raden__masyogi,netral,0.93,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,belleondhyhp,belleondhyhp,netral,0.6,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,vnodwi,vnodwi,positif,0.641,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,lazuardynilhami,lazuardynilhami,netral,0.489,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,afikry360,afikry360,netral,0.869,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,glhtgrwbsn,glhtgrwbsn,netral,0.544,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,linggatrnd,linggatrnd,netral,0.729,umum
DW89e3gEecF,https://www.instagram.com/p/DW89e3gEecF/,gini_gini.aja_nih,gini_giniaja_nih,netral,0.892,umum
